Cell 12
,850,365
,863,357,13,-8
,868,349,5,-8
,872,346,4,-3
,875,348,3,2
,874,346,-1,-2
,876,340,2,-6
,882,333,6,-7
,894,325,12,-8
,896,327,2,2
,894,328,-2,1
,894,329,0,1
,892,330,-2,1
,884,327,-8,-3
,877,327,-7,0
,870,325,-7,-2
,853,329,-17,4
,848,327,-5,-2
,843,330,-5,3
,838,331,-5,1
,838,328,0,-3
,837,331,-1,3
,835,334,-2,3
,830,335,-5,1
,834,326,4,-9
,834,322,0,-4
,833,319,-1,-3
,838,316,5,-3
,843,309,5,-7
,850,305,7,-4
,853,304,3,-1
,855,304,2,0
,869,294,14,-10
,876,291,7,-3
,878,290,2,-1
,877,290,-1,0
,880,284,3,-6
,884,280,4,-4
,888,280,4,0
,891,282,3,2
,885,298,-6,16
,882,302,-3,4
,878,306,-4,4
,875,311,-3,5
,869,318,-6,7
,865,324,-4,6
,863,329,-2,5
,859,338,-4,9
,858,340,-1,2
,857,340,-1,0
,858,346,1,6
,854,346,-4,0
,851,349,-3,3
,853,351,2,2
,850,350,-3,-1
,849,350,-1,0
,857,345,8,-5
,858,343,1,-2
,860,339,2,-4
,860,335,0,-4
,858,334,-2,-1
,855,334,-3,0
,852,336,-3,2
,849,339,-3,3
,837,342,-12,3
,825,346,-12,4
,820,348,-5,2
,816,350,-4,2
,814,351,-2,1
,809,356,-5,5
,802,355,-7,-1
,796,352,-6,-3
,795,340,-1,-12
,801,338,6,-2
,808,337,7,-1
,813,334,5,-3
,817,330,4,-4
,826,324,9,-6
,828,324,2,0
,835,324,7,0
,840,317,5,-7
,842,316,2,-1
,846,314,4,-2
,854,309,8,-5
,858,304,4,-5
,859,306,1,2
,857,309,-2,3
,853,308,-4,-1
,860,301,7,-7
,862,303,2,2
,863,307,1,4
,859,311,-4,4
,857,311,-2,0
,855,312,-2,1
,850,311,-5,-1
,842,312,-8,1
,824,314,-18,2
,818,314,-6,0
,812,317,-6,3
,804,318,-8,1
,804,316,0,-2
,807,317,3,1
,805,316,-2,-1
,802,314,-3,-2
,802,302,0,-12
,809,300,7,-2
,815,297,6,-3
,820,293,5,-4
,824,290,4,-3
,827,283,3,-7
,831,279,4,-4
,836,276,5,-3
,854,268,18,-8
,854,264,0,-4
,858,265,4,1
,864,272,6,7
,865,278,1,6
,866,284,1,6
,864,294,-2,10
,862,300,-2,6
,866,318,4,18
,864,324,-2,6
,865,329,1,5
,866,334,1,5
,865,339,-1,5
,864,341,-1,2
,863,346,-1,5
,867,344,4,-2
,877,350,10,6
,878,359,1,9
,877,366,-1,7
,874,369,-3,3
,866,368,-8,-1
,860,366,-6,-2
,855,367,-5,1
,850,369,-5,2
,834,372,-16,3
,829,375,-5,3
,825,378,-4,3
,822,376,-3,-2
,820,376,-2,0
,817,379,-3,3
,812,382,-5,3
,806,382,-6,0
,790,373,-16,-9
,792,368,2,-5
,795,363,3,-5
,796,359,1,-4
,796,354,0,-5
,796,346,0,-8
,798,342,2,-4
,801,337,3,-5
,816,322,15,-15
,819,322,3,0
,822,322,3,0
,824,320,2,-2
,828,320,4,0
,832,323,4,3
,835,326,3,3
,834,329,-1,3
,820,330,-14,1
,818,327,-2,-3
,817,322,-1,-5
,817,317,0,-5
,818,312,1,-5
,818,308,0,-4
,818,301,0,-7
,822,293,4,-8
,832,280,10,-13
,837,272,5,-8
,838,270,1,-2
,839,267,1,-3
,843,266,4,-1
,853,266,10,0
,859,266,6,0
,861,269,2,3
,859,273,-2,4
,855,274,-4,1
,851,270,-4,-4
,847,270,-4,0
,843,265,-4,-5
,838,261,-5,-4
,832,258,-6,-3
,828,256,-4,-2
,811,250,-17,-6
,807,244,-4,-6
,808,241,1,-3
,807,241,-1,0
,805,241,-2,0
,802,236,-3,-5
,805,229,3,-7
,811,226,6,-3
,826,234,15,8
,828,238,2,4
,830,246,2,8
,834,253,4,7
,834,258,0,5
,835,264,1,6
,838,268,3,4
,844,274,6,6
,859,287,15,13
,862,290,3,3
,866,289,4,-1
,866,287,0,-2
,867,287,1,0
,866,292,-1,5
,866,298,0,6
,866,304,0,6
,866,298,0,-6
,871,299,5,1
,872,301,1,2
,873,309,1,8
,869,315,-4,6
,865,316,-4,1
,859,317,-6,1
,852,317,-7,0
,834,322,-18,5
,830,323,-4,1
,826,323,-4,0
,818,325,-8,2
,812,326,-6,1
,806,329,-6,3
,806,328,0,-1
,803,332,-3,4
,795,328,-8,-4
,799,322,4,-6
,803,322,4,0
,805,326,2,4
,805,333,0,7
,803,336,-2,3
,801,336,-2,0
,799,333,-2,-3
,780,334,-19,1
,774,333,-6,-1
,768,332,-6,-1
,767,332,-1,0
,762,332,-5,0
,752,331,-10,-1
,745,330,-7,-1
,745,332,0,2
,731,321,-14,-11
,732,319,1,-2
,733,317,1,-2
,737,315,4,-2
,737,316,0,1
,739,318,2,2
,744,322,5,4
,750,326,6,4
,764,336,14,10
,774,336,10,0
,780,336,6,0
,786,336,6,0
,793,334,7,-2
,800,330,7,-4
,804,330,4,0
,807,335,3,5
,808,350,1,15
,808,354,0,4
,810,357,2,3
,808,361,-2,4
,808,367,0,6
,806,376,-2,9
,808,387,2,11
,806,387,-2,0
,811,397,5,10
,805,400,-6,3
,793,402,-12,2
,788,404,-5,2
,786,403,-2,-1
,780,402,-6,-1
,773,402,-7,0
,766,400,-7,-2
,751,392,-15,-8
,747,390,-4,-2
,741,386,-6,-4
,739,383,-2,-3
,740,382,1,-1
,740,384,0,2
,741,388,1,4
,739,384,-2,-4
,735,381,-4,-3
,733,380,-2,-1
,731,380,-2,0
,733,381,2,1
,736,382,3,1
,743,388,7,6
,748,392,5,4
,763,410,15,18
,765,413,2,3
,770,419,5,6
,773,423,3,4
,777,422,4,-1
,778,422,1,0
,775,425,-3,3
,772,429,-3,4
,783,442,11,13
,787,446,4,4
,792,451,5,5
,799,458,7,7
,803,463,4,5
,799,462,-4,-1
,802,463,3,1
,803,468,1,5
,797,488,-6,20
,795,490,-2,2
,790,494,-5,4
,786,496,-4,2
,782,498,-4,2
,777,502,-5,4
,774,504,-3,2
,766,510,-8,6
,763,509,-3,-1
,762,509,-1,0
,754,511,-8,2
,752,510,-2,-1
,752,507,0,-3
,755,502,3,-5
,764,498,9,-4
,767,496,3,-2
,780,510,13,14
,784,514,4,4
,786,517,2,3
,790,522,4,5
,793,528,3,6
,793,535,0,7
,795,540,2,5
,799,543,4,3
,795,554,-4,11
,786,550,-9,-4
,784,550,-2,0
,783,546,-1,-4
,782,540,-1,-6
,782,532,0,-8
,780,530,-2,-2
,778,525,-2,-5
,776,506,-2,-19
,776,501,0,-5
,777,496,1,-5
,778,495,1,-1
,780,494,2,-1
,781,490,1,-4
,786,485,5,-5
,794,479,8,-6
,806,488,12,9
,808,491,2,3
,811,495,3,4
,818,498,7,3
,824,503,6,5
,825,505,1,2
,828,505,3,0
,833,500,5,-5
,841,496,8,-4
,838,499,-3,3
,847,494,9,-5
,854,491,7,-3
,856,493,2,2
,854,496,-2,3
,848,498,-6,2
,846,496,-2,-2
,848,479,2,-17
,849,479,1,0
,856,480,7,1
,864,479,8,-1
,870,478,6,-1
,874,476,4,-2
,880,469,6,-7
,881,469,1,0
,898,455,17,-14
,899,456,1,1
,901,450,2,-6
,901,445,0,-5
,903,438,2,-7
,910,435,7,-3
,914,436,4,1
,916,442,2,6
,915,454,-1,12
,911,460,-4,6
,910,468,-1,8
,907,471,-3,3
,905,471,-2,0
,903,474,-2,3
,902,474,-1,0
,900,474,-2,0
,884,480,-16,6
,886,480,2,0
,887,480,1,0
,889,477,2,-3
,884,476,-5,-1
