Cell 0
,500,350
,489,340,-11,-10
,500,350,11,10
,493,344,-7,-6
,500,350,7,6
,493,344,-7,-6
,500,350,7,6
,496,348,-4,-2
,500,350,4,2
,500,351,0,1
,500,350,0,-1
,502,355,2,5
,500,350,-2,-5
,509,367,9,17
,500,350,-9,-17
,509,367,9,17
,500,350,-9,-17
,513,370,13,20
,500,350,-13,-20
Cell 1
,779,682
,772,686,-7,4
,771,688,-1,2
,769,688,-2,0
,765,686,-4,-2
,764,685,-1,-1
,764,680,0,-5
,766,678,2,-2
,773,676,7,-2
,775,675,2,-1
,778,678,3,3
,780,679,2,1
,782,684,2,5
,780,688,-2,4
,778,690,-2,2
Cell 2
,27,30
,27,28,0,-2
,27,30,0,2
,27,28,0,-2
,27,29,0,1
,28,29,1,0
,27,28,-1,-1
,28,29,1,1
,27,29,-1,0
,27,28,0,-1
,28,28,1,0
,28,27,0,-1
,27,27,-1,0
,27,26,0,-1
,28,27,1,1
,27,26,-1,-1
,27,27,0,1
,27,26,0,-1
,28,26,1,0
,28,25,0,-1
,28,24,0,-1
,28,25,0,1
,28,24,0,-1
,28,25,0,1
,28,24,0,-1
,27,24,-1,0
,27,23,0,-1
,26,24,-1,1
,27,23,1,-1
,28,23,1,0
,29,24,1,1
,29,22,0,-2
,30,22,1,0
,30,21,0,-1
,30,20,0,-1
,30,21,0,1
,30,22,0,1
,30,21,0,-1
,30,20,0,-1
,30,22,0,2
,31,22,1,0
,30,22,-1,0
,30,20,0,-2
,32,18,2,-2
,31,18,-1,0
,32,18,1,0
,32,20,0,2
,31,20,-1,0
,30,20,-1,0
,31,20,1,0
,31,19,0,-1
,31,18,0,-1
,31,19,0,1
,31,18,0,-1
,31,19,0,1
,32,18,1,-1
,31,19,-1,1
,32,18,1,-1
,32,20,0,2
,32,19,0,-1
,32,18,0,-1
,32,19,0,1
,31,18,-1,-1
,31,19,0,1
,32,19,1,0
,32,18,0,-1
,31,19,-1,1
,32,20,1,1
,31,19,-1,-1
,31,18,0,-1
,31,19,0,1
,31,18,0,-1
,31,19,0,1
,31,18,0,-1
,31,19,0,1
,32,19,1,0
,31,18,-1,-1
,32,19,1,1
,31,18,-1,-1
,32,18,1,0
,31,19,-1,1
,32,18,1,-1
,31,19,-1,1
,32,18,1,-1
,32,19,0,1
,31,19,-1,0
,32,20,1,1
,31,19,-1,-1
,32,19,1,0
,31,19,-1,0
,31,20,0,1
,30,20,-1,0
,31,20,1,0
,32,20,1,0
,32,18,0,-2
,32,19,0,1
,31,19,-1,0
,31,18,0,-1
,31,19,0,1
,31,18,0,-1
,32,18,1,0
,31,18,-1,0
,31,19,0,1
,31,20,0,1
,31,19,0,-1
,31,18,0,-1
,31,20,0,2
,31,19,0,-1
,32,19,1,0
,31,19,-1,0
,32,19,1,0
,31,19,-1,0
,32,19,1,0
,32,20,0,1
,32,19,0,-1
,31,19,-1,0
,32,19,1,0
,32,20,0,1
,31,18,-1,-2
,31,19,0,1
,32,19,1,0
,32,20,0,1
,32,18,0,-2
,32,19,0,1
,32,18,0,-1
,32,20,0,2
,31,19,-1,-1
,31,20,0,1
,31,21,0,1
,30,21,-1,0
,30,22,0,1
,30,21,0,-1
,30,22,0,1
,30,21,0,-1
,30,22,0,1
,31,22,1,0
,31,21,0,-1
,30,22,-1,1
,31,21,1,-1
,31,22,0,1
,31,21,0,-1
,30,21,-1,0
,30,22,0,1
,30,21,0,-1
,30,22,0,1
,30,21,0,-1
Cell 3
,214,448
,215,447,1,-1
,214,448,-1,1
,215,447,1,-1
,215,446,0,-1
,215,447,0,1
,215,446,0,-1
,215,447,0,1
,215,446,0,-1
,215,447,0,1
,215,446,0,-1
,215,447,0,1
,215,446,0,-1
,215,447,0,1
,215,446,0,-1
,215,447,0,1
,216,446,1,-1
,215,447,-1,1
,215,446,0,-1
,215,447,0,1
,215,446,0,-1
,215,447,0,1
,215,446,0,-1
,215,447,0,1
,215,446,0,-1
,216,446,1,0
,215,446,-1,0
,216,446,1,0
,215,446,-1,0
,216,446,1,0
,215,446,-1,0
,216,446,1,0
,215,446,-1,0
,216,446,1,0
,216,445,0,-1
,216,446,0,1
,216,445,0,-1
,216,446,0,1
,216,445,0,-1
,216,446,0,1
,216,445,0,-1
,216,446,0,1
,216,445,0,-1
,216,446,0,1
,216,445,0,-1
,216,446,0,1
Cell 4
,277,398
,262,398,-15,0
,257,397,-5,-1
,254,394,-3,-3
,252,392,-2,-2
,248,390,-4,-2
,246,388,-2,-2
,246,386,0,-2
,241,385,-5,-1
,239,384,-2,-1
,239,385,0,1
,238,383,-1,-2
,238,384,0,1
,237,383,-1,-1
,236,383,-1,0
,236,382,0,-1
,236,383,0,1
,231,383,-5,0
,229,382,-2,-1
,226,378,-3,-4
,226,375,0,-3
,226,370,0,-5
,224,358,-2,-12
,223,353,-1,-5
,224,350,1,-3
,224,347,0,-3
,225,343,1,-4
,224,340,-1,-3
,222,340,-2,0
,218,342,-4,2
,213,344,-5,2
,209,346,-4,2
,206,347,-3,1
,202,348,-4,1
,198,346,-4,-2
,194,344,-4,-2
,190,338,-4,-6
,187,334,-3,-4
Cell 5
,579,79
,579,81,0,2
,582,82,3,1
,581,82,-1,0
,583,82,2,0
,584,82,1,0
,586,82,2,0
,588,81,2,-1
,597,89,9,8
,597,94,0,5
,592,100,-5,6
,586,100,-6,0
,583,97,-3,-3
,584,95,1,-2
,584,93,0,-2
,586,92,2,-1
,592,78,6,-14
,594,74,2,-4
Cell 6
,38,202
,40,202,2,0
,40,203,0,1
,40,204,0,1
,40,206,0,2
,39,206,-1,0
,38,208,-1,2
,36,211,-2,3
,35,214,-1,3
,34,214,-1,0
,33,214,-1,0
,30,216,-3,2
,28,216,-2,0
,26,216,-2,0
,24,214,-2,-2
,23,213,-1,-1
,23,212,0,-1
,22,211,-1,-1
,20,210,-2,-1
,16,204,-4,-6
,16,203,0,-1
,15,204,-1,1
,14,200,-1,-4
,15,198,1,-2
,15,197,0,-1
,14,196,-1,-1
,13,202,-1,6
,11,200,-2,-2
,12,200,1,0
,12,199,0,-1
,11,199,-1,0
,12,198,1,-1
,12,202,0,4
,13,202,1,0
,12,203,-1,1
,12,202,0,-1
,10,202,-2,0
,11,203,1,1
,12,204,1,1
,12,205,0,1
,12,206,0,1
,11,206,-1,0
,12,207,1,1
,13,207,1,0
,10,205,-3,-2
,10,204,0,-1
,12,204,2,0
,10,203,-2,-1
,12,205,2,2
,10,204,-2,-1
,12,203,2,-1
,10,202,-2,-1
,12,204,2,2
,10,205,-2,1
,12,206,2,1
,10,205,-2,-1
,12,206,2,1
,10,206,-2,0
,10,205,0,-1
,12,207,2,2
,12,208,0,1
,12,207,0,-1
,12,208,0,1
,10,208,-2,0
,11,208,1,0
,12,208,1,0
,12,207,0,-1
,12,208,0,1
,13,208,1,0
,14,209,1,1
,10,210,-4,1
,11,210,1,0
,12,210,1,0
,12,212,0,2
,10,211,-2,-1
,12,210,2,-1
,11,209,-1,-1
